planet_name;number_of_stars;orbital_period;orbit_semi_major_axis;planet_radius;Inclination;eccentricity;insolation_flux;Radial_Velocity_Amplitude;planet_temperature;star_temperature;star_radius;star_mass
Kepler-172 b;1;2.94030411;0.038900;2.210;89.950;0.000000;582.69;;1253;5583.00;1.01;0.90
Kepler-172 b;1;2.94030411;;2.260;;;;;;5599.00;1.03;1.00
Kepler-172 b;1;2.94030482;0.039700;2.590;80.640;0.000000;588.66;;1256;5527.00;1.05;0.96
Kepler-172 b;1;;;2.614;;;639.48;;;5613.00;1.06;
Kepler-172 b;1;2.94030411;0.038900;2.210;89.950;0.000000;582.69;;1253;5583.00;1.01;0.90
Kepler-172 b;1;2.94030482;;;;;;;;5429.00;1.09;0.95
Kepler-172 b;1;2.94030077;;;;;;;;5429.00;1.09;0.95
Kepler-172 b;1;2.94030411;0.041240;2.292;;;570.40;;;5613.00;1.04;1.08
Kepler-172 c;1;6.38901755;0.065200;2.350;89.950;0.000000;207.42;;968;5583.00;1.01;0.90
Kepler-172 c;1;6.38901755;0.065200;2.350;89.950;0.000000;207.42;;968;5583.00;1.01;0.90
Kepler-172 c;1;6.38899658;0.066600;2.890;83.260;0.000000;209.17;;970;5527.00;1.05;0.96
Kepler-172 c;1;6.38894797;;;;;;;;5429.00;1.09;0.95
Kepler-172 c;1;6.38901755;0.065200;2.350;89.950;0.000000;207.42;;968;5583.00;1.01;0.90
Kepler-172 c;1;;;2.917;;;227.22;;;5613.00;1.06;
Kepler-172 c;1;6.38899658;;;;;;;;5429.00;1.09;0.95
Kepler-172 c;1;6.38901755;0.069170;2.442;;;203.00;;;5613.00;1.04;1.08
Kepler-172 c;1;6.38899600;0.068000;2.860;;;;;;5526.00;1.08;
Kepler-172 c;1;6.38901755;;2.350;;;;;;5599.00;1.03;1.00
Kepler-172 c;1;6.38900035;;;;;;;;5429.00;1.09;0.95
Kepler-172 c;1;6.38898700;0.064000;2.500;85.370;0.000000;;;952;5540.00;0.97;0.85
Kepler-172 d;1;14.62719000;0.111000;2.300;87.090;0.000000;;;723;5540.00;0.97;0.85
Kepler-172 d;1;14.62707812;;;;;;;;5429.00;1.09;0.95
Kepler-172 d;1;14.62698952;0.113200;2.210;88.810;0.000000;68.81;;735;5583.00;1.01;0.90
Kepler-172 d;1;;;2.726;;;75.29;;;5613.00;1.06;
Kepler-172 d;1;14.62698952;0.113200;2.210;88.810;0.000000;68.81;;735;5583.00;1.01;0.90
Kepler-172 d;1;14.62677024;;;;;;;;5429.00;1.09;0.95
Kepler-172 d;1;14.62698952;0.113200;2.210;88.810;0.000000;68.81;;735;5583.00;1.01;0.90
Kepler-172 d;1;14.62698952;0.120160;2.296;;;67.20;;;5613.00;1.04;1.08
Kepler-172 d;1;14.62698952;;2.250;;;;;;5599.00;1.03;1.00
Kepler-172 d;1;14.62711900;0.118000;2.250;;;;;;5526.00;1.08;
Kepler-172 d;1;14.62709685;;;;;;;;5429.00;1.09;0.95
Kepler-172 d;1;14.62709685;0.115700;2.700;84.970;0.000000;69.31;;736;5527.00;1.05;0.96
Kepler-172 e;1;35.11836000;0.199000;3.000;88.240;0.000000;;;540;5540.00;0.97;0.85
Kepler-172 e;1;35.11844320;0.207400;3.260;87.490;0.000000;21.57;;550;5527.00;1.05;0.96
Kepler-172 e;1;35.11852260;0.203000;2.410;89.950;0.000000;21.40;;549;5583.00;1.01;0.90
Kepler-172 e;1;35.11852260;;2.470;;;;;;5599.00;1.03;1.00
Kepler-172 e;1;;;3.287;;;23.43;;;5613.00;1.06;
Kepler-172 e;1;35.11873600;0.211000;2.760;;;;;;5526.00;1.08;
Kepler-172 e;1;35.11844320;;;;;;;;5429.00;1.09;0.95
Kepler-172 e;1;35.11852260;0.215500;2.501;;;20.90;;;5613.00;1.04;1.08
Kepler-172 e;1;35.11852260;0.203000;2.410;89.950;0.000000;21.40;;549;5583.00;1.01;0.90
Kepler-172 e;1;35.11885770;;;;;;;;5429.00;1.09;0.95
Kepler-172 e;1;35.11852260;0.203000;2.410;89.950;0.000000;21.40;;549;5583.00;1.01;0.90
Kepler-1720 b;1;12.70636123;;;;;;;;5340.00;0.79;0.92
Kepler-1720 b;1;12.70639992;;3.216;;;;;;5573.00;0.84;0.94
Kepler-1720 b;1;12.70637048;0.104300;3.170;87.090;0.000000;57.71;;703;5582.00;0.85;0.94
Kepler-1720 b;1;12.70633322;;;;;;;;5340.00;0.79;0.92
Kepler-1720 b;1;12.70637048;0.104300;3.170;87.090;0.000000;57.71;;703;5582.00;0.85;0.94
Kepler-1720 b;1;12.70678400;0.103000;3.200;85.370;0.000000;;;683;5545.00;0.80;0.91
Kepler-1720 b;1;12.70637048;0.104300;3.170;87.090;0.000000;57.71;;703;5582.00;0.85;0.94
Kepler-1720 b;1;12.70636123;0.104300;2.750;88.290;0.000000;55.86;;697;5573.00;0.84;0.94
Kepler-1721 b;1;4.59239084;0.052000;2.570;89.950;0.000000;174.53;;927;5361.00;0.80;0.89
Kepler-1721 b;1;4.59239084;0.052000;2.570;89.950;0.000000;174.53;;927;5361.00;0.80;0.89
Kepler-1721 b;1;4.59239382;0.051900;2.510;89.930;0.000000;172.60;;924;5351.00;0.80;0.89
Kepler-1721 b;1;4.59238514;;;;;;;;5168.00;0.78;0.87
Kepler-1721 b;1;4.59239084;0.052000;2.570;89.950;0.000000;174.53;;927;5361.00;0.80;0.89
Kepler-1721 b;1;4.59238005;;3.119;;;;;;5351.00;0.80;0.89
Kepler-1721 b;1;4.59239382;;;;;;;;5168.00;0.78;0.87
Kepler-1721 b;1;4.59239200;0.051000;2.280;89.380;0.000000;;;899;5321.00;0.75;0.85
Kepler-1722 b;1;9.17847500;0.083000;2.200;88.810;0.000000;;;755;5506.00;0.80;0.90
Kepler-1722 b;1;9.17856979;;2.867;;;;;;5506.00;0.79;0.88
Kepler-1722 b;1;9.17858526;0.081900;2.300;88.770;0.000000;76.14;;753;5506.00;0.79;0.88
Kepler-1722 b;1;9.17858526;;;;;;;;5406.00;0.94;0.94
Kepler-1722 b;1;9.17858057;0.081500;2.330;89.380;0.000000;77.93;;758;5500.00;0.80;0.86
Kepler-1722 b;1;9.17857030;;;;;;;;5406.00;0.94;0.94
Kepler-1722 b;1;9.17858057;0.081500;2.330;89.380;0.000000;77.93;;758;5500.00;0.80;0.86
Kepler-1722 b;1;9.17858057;0.081500;2.330;89.380;0.000000;77.93;;758;5500.00;0.80;0.86
Kepler-1723 b;1;39.75302840;0.224900;2.800;88.240;0.000000;24.54;;568;6072.00;1.01;0.96
Kepler-1723 b;1;39.75302840;0.224900;2.800;88.240;0.000000;24.54;;568;6072.00;1.01;0.96
Kepler-1723 b;1;39.75299150;;;;;;;;5665.31;1.08;1.01
Kepler-1723 b;1;39.75299150;0.224900;2.370;89.960;0.000000;24.54;;568;6072.00;1.01;0.96
Kepler-1723 b;1;39.75266676;;;;;;;;5665.31;1.08;1.01
Kepler-1723 b;1;39.75302840;0.224900;2.800;88.240;0.000000;24.54;;568;6072.00;1.01;0.96
Kepler-1723 b;1;39.75062000;0.231000;3.000;87.660;0.000000;;;576;6089.00;1.06;1.04
Kepler-1723 b;1;39.75289917;;2.880;;;;;;6072.00;1.01;0.96
Kepler-1724 b;1;6.45442931;;;;;;;;5726.00;1.08;1.02
Kepler-1724 b;1;6.45443377;0.068300;2.450;87.660;0.000000;234.98;;999;6092.00;0.94;1.02
Kepler-1724 b;1;6.45441745;;;;;;;;5726.00;1.08;1.02
Kepler-1724 b;1;6.45442009;;2.837;;;;;;6092.00;0.94;1.02
Kepler-1724 b;1;6.45451800;0.069000;2.700;84.800;0.000000;;;1010;6099.00;0.97;1.07
Kepler-1724 b;1;6.45443377;0.068300;2.450;87.660;0.000000;234.98;;999;6092.00;0.94;1.02
Kepler-1724 b;1;6.45443377;0.068300;2.450;87.660;0.000000;234.98;;999;6092.00;0.94;1.02
Kepler-1724 b;1;6.45442931;0.068300;2.480;86.670;0.000000;234.98;;999;6092.00;0.94;1.02
Kepler-1725 b;1;16.71987223;0.133400;2.370;89.950;0.000000;74.26;;749;6108.00;1.03;1.13
Kepler-1725 b;1;16.71987223;0.132630;2.521;;;84.10;;;6088.00;1.10;1.11
Kepler-1725 b;1;16.71986014;;;;;;;;6161.00;1.10;1.17
Kepler-1725 b;1;16.71987223;0.133400;2.370;89.950;0.000000;74.26;;749;6108.00;1.03;1.13
Kepler-1725 b;1;16.71987223;0.133400;2.370;89.950;0.000000;74.26;;749;6108.00;1.03;1.13
Kepler-1725 b;1;16.71979000;0.135000;2.730;88.810;0.000000;;;782;6129.00;1.13;1.18
Kepler-1725 b;1;16.71987303;;;;;;;;6161.00;1.10;1.17
Kepler-1725 b;1;16.71987303;0.130200;2.520;89.300;0.000000;81.63;;767;6020.00;1.08;1.05
Kepler-1725 b;1;16.71990013;;2.813;;;;;;6020.00;1.08;1.05
Kepler-1726 b;1;18.39628156;0.127940;2.082;;;24.00;;;5266.00;0.75;0.82
Kepler-1726 b;1;18.39631900;0.128000;2.800;87.660;0.000000;;;629;5444.00;0.88;0.83
Kepler-1726 b;1;18.39626843;;;;;;;;5338.00;0.76;0.92
Kepler-1726 b;1;18.39628156;0.129500;2.440;89.380;0.000000;37.34;;630;5470.00;0.88;0.85
Kepler-1726 b;1;18.39629936;;2.509;;;;;;5316.00;0.80;0.88
Kepler-1726 b;1;18.39629744;;;;;;;;5338.00;0.76;0.92
Kepler-1726 b;1;18.39628156;0.129500;2.440;89.380;0.000000;37.34;;630;5470.00;0.88;0.85
Kepler-1726 b;1;18.39629744;0.130600;2.470;88.180;0.000000;27.09;;582;5316.00;0.80;0.88
Kepler-1726 b;1;18.39628156;0.129500;2.440;89.380;0.000000;37.34;;630;5470.00;0.88;0.85
Kepler-1727 b;1;9.02930500;0.079000;2.600;88.810;0.000000;;;756;5331.00;0.82;0.81
Kepler-1727 b;1;9.02930890;0.079600;2.720;89.950;0.000000;77.75;;757;5349.00;0.82;0.82
Kepler-1727 b;1;9.02930689;0.079600;2.570;89.940;0.000000;77.75;;757;5349.00;0.82;0.82
Kepler-1727 b;1;9.02930890;0.079600;2.720;89.950;0.000000;77.75;;757;5349.00;0.82;0.82
Kepler-1727 b;1;9.02929362;;;;;;;;5298.27;0.89;0.91
Kepler-1727 b;1;9.02929974;;3.173;;;;;;5349.00;0.82;0.82
Kepler-1727 b;1;9.02930689;;;;;;;;5298.27;0.89;0.91
Kepler-1727 b;1;9.02930890;0.079600;2.720;89.950;0.000000;77.75;;757;5349.00;0.82;0.82
Kepler-1728 b;1;4.78300000;0.050000;2.600;85.940;0.000000;;;864;5073.00;0.74;0.75
Kepler-1728 b;1;4.78299999;;2.955;;;;;;5170.00;0.81;0.89
Kepler-1728 b;1;4.78300387;;;;;;;;5021.00;0.82;0.83
Kepler-1728 b;1;4.78300270;;;;;;;;5021.00;0.82;0.83
Kepler-1728 b;1;4.78300451;0.053500;2.760;87.090;0.000000;145.48;;886;5170.00;0.81;0.89
Kepler-1728 b;1;4.78300451;0.053500;2.760;87.090;0.000000;145.48;;886;5170.00;0.81;0.89
Kepler-1728 b;1;4.78300451;0.053500;2.760;87.090;0.000000;145.48;;886;5170.00;0.81;0.89
Kepler-1728 b;1;4.78300270;0.053500;2.500;89.990;0.000000;145.48;;886;5170.00;0.81;0.89
Kepler-1729 b;1;4.22095900;0.044000;2.770;86.520;0.000000;;;691;4389.00;0.56;0.63
Kepler-1729 b;1;4.22096735;;;;;;;;4414.00;0.80;0.69
Kepler-1729 b;1;4.22097015;;3.894;;;;;;3837.00;0.52;0.54
Kepler-1729 b;1;4.22096715;0.041900;2.760;84.800;0.000000;30.63;;600;3861.00;0.52;0.55
Kepler-1729 b;1;4.22096578;;;;;;;;4414.00;0.80;0.69
Kepler-1729 b;1;4.22096578;0.041800;2.620;85.030;0.000000;29.68;;595;3837.00;0.52;0.54
Kepler-1729 b;1;4.22096715;0.041900;2.760;84.800;0.000000;30.63;;600;3861.00;0.52;0.55
Kepler-1729 b;1;4.22096715;0.041900;2.760;84.800;0.000000;30.63;;600;3861.00;0.52;0.55
Kepler-173 b;1;4.26374200;0.048000;1.290;;;;;;6031.00;0.95;
Kepler-173 b;1;;;1.512;;;599.50;;;5941.00;1.10;
Kepler-173 b;1;4.26375600;0.052000;1.580;85.940;0.000000;;;1232;6117.00;1.08;1.06
Kepler-173 b;1;4.26374847;0.047600;1.280;88.810;0.000000;457.15;;1179;6032.00;0.94;0.79
Kepler-173 b;1;4.26374847;;1.490;;;;;;5926.00;1.06;1.04
Kepler-173 b;1;4.26374098;;;;;;;;5629.05;1.14;1.00
Kepler-173 b;1;4.26374378;;;;;;;;5629.05;1.14;1.00
Kepler-173 b;1;4.26374847;0.047600;1.280;88.810;0.000000;457.15;;1179;6032.00;0.94;0.79
Kepler-173 b;1;4.26374847;0.052600;1.489;;;476.10;;;5941.00;1.08;1.07
Kepler-173 b;1;4.26374378;0.047600;1.280;88.440;0.000000;457.15;;1179;6032.00;0.94;0.79
Kepler-173 b;1;4.26374847;0.047600;1.280;88.810;0.000000;457.15;;1179;6032.00;0.94;0.79
Kepler-173 c;1;8.00578366;0.072500;2.410;89.380;0.000000;197.06;;956;6032.00;0.94;0.79
Kepler-173 c;1;;;2.778;;;258.42;;;5941.00;1.10;
Kepler-173 c;1;8.00578366;0.072500;2.410;89.380;0.000000;197.06;;956;6032.00;0.94;0.79
Kepler-173 c;1;8.00579096;0.072500;2.360;89.740;0.000000;197.06;;956;6032.00;0.94;0.79
Kepler-173 c;1;8.00579096;;;;;;;;5629.05;1.14;1.00
Kepler-173 c;1;8.00577700;0.074000;2.430;;;;;;6031.00;0.95;
Kepler-173 c;1;8.00578092;;;;;;;;5629.05;1.14;1.00
Kepler-173 c;1;8.00578366;0.072500;2.410;89.380;0.000000;197.06;;956;6032.00;0.94;0.79
Kepler-173 c;1;8.00579800;0.080000;2.800;87.660;0.000000;;;993;6117.00;1.08;1.06
Kepler-173 c;1;8.00581599;;;;;;;;5629.05;1.14;1.00
Kepler-173 c;1;8.00578366;;2.770;;;;;;5926.00;1.06;1.04
Kepler-173 c;1;8.00578366;0.080060;2.797;;;205.30;;;5941.00;1.08;1.07
Kepler-1730 b;1;13.81019506;;;;;;;;5598.00;1.16;0.99
Kepler-1730 b;1;13.80994000;0.112000;4.600;88.240;0.000000;;;820;5908.00;1.11;0.97
Kepler-1730 b;1;13.81020094;0.113100;4.750;88.240;0.000000;113.75;;833;5942.00;1.14;1.01
Kepler-1730 b;1;13.81020318;0.113100;4.560;88.040;0.000000;113.75;;833;5942.00;1.14;1.01
Kepler-1730 b;1;13.81019974;;4.485;;;;;;5942.00;1.14;1.01
Kepler-1730 b;1;13.81020094;0.113100;4.750;88.240;0.000000;113.75;;833;5942.00;1.14;1.01
Kepler-1730 b;1;13.81020094;0.113100;4.750;88.240;0.000000;113.75;;833;5942.00;1.14;1.01
Kepler-1730 b;1;13.81020318;;;;;;;;5598.00;1.16;0.99
Kepler-1731 b;1;21.76129394;0.136900;2.480;89.950;0.000000;14.49;;498;4919.00;0.72;0.72
Kepler-1731 b;1;21.76129812;;;;;;;;4923.57;0.69;0.81
Kepler-1731 b;1;21.76129394;0.139900;2.416;;;13.30;;;4925.00;0.70;0.77
Kepler-1731 b;1;21.76129913;;2.933;;;;;;4859.00;0.72;0.78
Kepler-1731 b;1;21.76129394;0.136900;2.480;89.950;0.000000;14.49;;498;4919.00;0.72;0.72
Kepler-1731 b;1;21.76129812;0.140100;2.530;89.950;0.000000;13.18;;486;4859.00;0.72;0.78
Kepler-1731 b;1;21.76127700;0.136000;3.100;88.810;0.000000;;;493;4917.00;0.70;0.71
Kepler-1731 b;1;21.76129394;0.136900;2.480;89.950;0.000000;14.49;;498;4919.00;0.72;0.72
Kepler-1732 b;1;32.31153000;0.200000;3.000;87.090;0.000000;;;576;5973.00;0.96;1.01
Kepler-1732 b;1;32.31253348;;;;;;;;5838.73;1.37;1.05
Kepler-1732 b;1;32.31239750;0.201500;2.880;88.240;0.000000;27.05;;582;6000.00;0.97;1.04
Kepler-1732 b;1;32.31239750;0.201500;2.880;88.240;0.000000;27.05;;582;6000.00;0.97;1.04
Kepler-1732 b;1;32.31228670;0.201500;4.840;86.720;0.000000;56.49;;699;5821.00;1.49;1.04
Kepler-1732 b;1;32.31228670;;;;;;;;5838.73;1.37;1.05
Kepler-1732 b;1;32.31240082;;4.099;;;;;;5821.00;1.49;1.04
Kepler-1732 b;1;32.31239750;0.201500;2.880;88.240;0.000000;27.05;;582;6000.00;0.97;1.04
Kepler-1733 b;1;9.22958009;0.088600;2.310;89.950;0.000000;200.20;;959;6363.00;1.03;1.08
Kepler-1733 b;1;9.22961384;;;;;;;;6276.71;1.39;1.23
Kepler-1733 b;1;9.22961384;0.093300;2.790;89.880;0.000000;257.11;;1021;6320.00;1.25;1.27
Kepler-1733 b;1;9.22958009;0.088600;2.310;89.950;0.000000;200.20;;959;6363.00;1.03;1.08
Kepler-1733 b;1;9.22969000;0.091000;2.360;88.810;0.000000;;;982;6409.00;1.10;1.17
Kepler-1733 b;1;9.22957993;;3.636;;;;;;6320.00;1.25;1.27
Kepler-1733 b;1;9.22958009;0.088600;2.310;89.950;0.000000;200.20;;959;6363.00;1.03;1.08
Kepler-1734 b;1;6.79685353;0.071400;2.010;87.320;0.000000;222.91;;985;6061.00;0.97;1.05
Kepler-1734 b;1;6.79684436;0.071400;2.120;87.090;0.000000;222.91;;985;6061.00;0.97;1.05
Kepler-1734 b;1;6.79685353;;;;;;;;5910.67;1.13;1.08
Kepler-1734 b;1;6.79684436;0.071400;2.120;87.090;0.000000;222.91;;985;6061.00;0.97;1.05
Kepler-1734 b;1;6.79685900;0.071000;2.310;81.930;0.000000;;;976;6050.00;0.95;1.05
Kepler-1734 b;1;6.79684436;0.071400;2.120;87.090;0.000000;222.91;;985;6061.00;0.97;1.05
Kepler-1734 b;1;6.79685020;;3.089;;;;;;6061.00;0.97;1.05
Kepler-1734 b;1;6.79687481;;;;;;;;5910.67;1.13;1.08
Kepler-1735 b;1;7.71792296;0.062300;920;89.950;0.000000;15.01;;502;3939.00;0.52;0.54
Kepler-1735 b;1;7.71792984;;1.194;;;;;;3975.00;0.51;0.54
Kepler-1735 b;1;7.71797000;0.063000;1.060;87.090;0.000000;;;519;4072.00;0.53;0.55
Kepler-1735 b;1;7.71792296;0.062300;920;89.950;0.000000;15.01;;502;3939.00;0.52;0.54
Kepler-1735 b;1;7.71790675;0.062100;900;89.800;0.000000;15.01;;502;3975.00;0.51;0.54
Kepler-1735 b;1;7.71790675;;;;;;;;3888.00;0.56;0.55
Kepler-1735 b;1;7.71792296;0.062300;920;89.950;0.000000;15.01;;502;3939.00;0.52;0.54
Kepler-1736 b;1;37.81011740;0.218800;2.440;89.950;0.000000;24.27;;566;6085.00;0.97;0.98
Kepler-1736 b;1;37.81026490;;;;;;;;5804.06;1.57;1.04
Kepler-1736 b;1;37.81026490;0.218800;2.330;89.900;0.000000;24.27;;566;6085.00;0.97;0.98
Kepler-1736 b;1;37.81029892;;3.877;;;;;;6085.00;0.97;0.98
Kepler-1736 b;1;37.81011740;0.218800;2.440;89.950;0.000000;24.27;;566;6085.00;0.97;0.98
Kepler-1736 b;1;37.81011740;0.218800;2.440;89.950;0.000000;24.27;;566;6085.00;0.97;0.98
Kepler-1736 b;1;37.81062000;0.225000;2.140;89.380;0.000000;;;569;6099.00;1.01;1.06
Kepler-1736 b;1;37.80994353;;;;;;;;5804.06;1.57;1.04
Kepler-1737 b;1;64.61722273;;;;;;;;;;
Kepler-1737 b;1;64.61635000;0.282000;4.200;88.810;0.000000;;;345;4934.00;0.71;0.72
Kepler-1737 b;1;64.61751800;0.297000;5.400;88.900;0.000000;5.09;;383;5043.00;0.88;0.83
Kepler-1737 b;1;64.61751800;;;;;;;;;;
Kepler-1737 b;1;64.61744650;0.297000;5.410;88.810;0.000000;5.09;;383;5043.00;0.88;0.83
Kepler-1737 b;1;64.61744650;0.297000;5.410;88.810;0.000000;5.09;;383;5043.00;0.88;0.83
Kepler-1737 b;1;64.61750031;;5.395;;;;;;5043.00;0.88;0.83
Kepler-1737 b;1;64.61744650;0.297000;5.410;88.810;0.000000;5.09;;383;5043.00;0.88;0.83
Kepler-1738 b;1;7.67463016;;2.825;;;;;;6063.00;1.00;1.08
Kepler-1738 b;1;7.67465618;0.078100;2.330;89.950;0.000000;198.67;;957;6063.00;1.00;1.08
Kepler-1738 b;1;7.67465618;0.078100;2.330;89.950;0.000000;198.67;;957;6063.00;1.00;1.08
Kepler-1738 b;1;7.67466140;;;;;;;;5703.00;1.02;1.02
Kepler-1738 b;1;7.67465618;0.078100;2.330;89.950;0.000000;198.67;;957;6063.00;1.00;1.08
Kepler-1738 b;1;7.67478000;0.077000;2.500;87.660;0.000000;;;934;6040.00;0.95;1.05
Kepler-1738 b;1;7.67466140;0.078100;2.800;85.690;0.000000;198.67;;957;6063.00;1.00;1.08
Kepler-1739 b;1;7.34369200;0.073000;2.100;89.380;0.000000;;;886;5810.00;0.87;0.98
Kepler-1739 b;1;7.34372235;;;;;;;;5703.00;0.87;1.02
Kepler-1739 b;1;7.34373964;0.069700;1.840;89.780;0.000000;117.50;;839;5757.00;0.76;0.86
Kepler-1739 b;1;7.34370995;;2.431;;;;;;5757.00;0.76;0.86
Kepler-1739 b;1;7.34372823;0.069800;1.900;89.950;0.000000;116.52;;838;5734.00;0.77;0.84
Kepler-1739 b;1;7.34372823;0.069800;1.900;89.950;0.000000;116.52;;838;5734.00;0.77;0.84
Kepler-1739 b;1;7.34373964;;;;;;;;5703.00;0.87;1.02
Kepler-1739 b;1;7.34372823;0.069800;1.900;89.950;0.000000;116.52;;838;5734.00;0.77;0.84
Kepler-174 b;1;13.98177228;;2.140;;;;;;4949.00;0.68;0.71
Kepler-174 b;1;13.98178008;;;;;;;;4724.00;0.77;0.76
Kepler-174 b;1;13.98177228;0.095000;1.880;89.950;0.000000;15.58;;507;4590.00;0.59;0.58
Kepler-174 b;1;13.98177228;0.095000;1.880;89.950;0.000000;15.58;;507;4590.00;0.59;0.58
Kepler-174 b;1;13.98177228;;2.290;;;;;;4693.00;0.72;
Kepler-174 b;1;13.98177862;0.097800;2.090;89.240;0.000000;22.10;;553;4859.00;0.65;0.64
Kepler-174 b;1;13.98177862;;;;;;;;4724.00;0.77;0.76
Kepler-174 b;1;13.98179000;0.100000;1.960;;;;;;4880.00;0.62;
Kepler-174 b;1;13.98174705;;;;;;;;4724.00;0.77;0.76
Kepler-174 b;1;13.98181400;0.096000;2.020;88.810;0.000000;;;508;4565.00;0.61;0.60
Kepler-174 b;1;13.98177228;0.095000;1.880;89.950;0.000000;15.58;;507;4590.00;0.59;0.58
Kepler-174 b;1;;;2.349;;;24.42;;;4693.00;0.73;
Kepler-174 c;1;44.00042870;0.203900;1.460;89.950;0.000000;3.38;;346;4590.00;0.59;0.58
Kepler-174 c;1;44.00045000;0.206000;1.470;89.950;0.000000;;;347;4565.00;0.61;0.60
Kepler-174 c;1;44.00042870;0.203900;1.460;89.950;0.000000;3.38;;346;4590.00;0.59;0.58
Kepler-174 c;1;44.00035000;;;;;;;;4724.00;0.77;0.76
Kepler-174 c;1;44.00042870;0.203900;1.460;89.950;0.000000;3.38;;346;4590.00;0.59;0.58
Kepler-174 c;1;44.00042870;;1.620;;;;;;4949.00;0.68;0.71
Kepler-174 c;1;44.00039750;0.210000;1.560;89.970;0.000000;4.79;;377;4859.00;0.65;0.64
Kepler-174 c;1;44.00055963;;;;;;;;4724.00;0.77;0.76
Kepler-174 c;1;44.00039750;;;;;;;;4724.00;0.77;0.76
Kepler-174 c;1;44.00042870;;1.783;;;;;;4693.00;0.72;
Kepler-174 c;1;44.00052900;0.214000;1.490;;;;;;4880.00;0.62;
Kepler-174 c;1;;;1.752;;;5.30;;;4693.00;0.73;
Kepler-174 c;1;44.00028934;;;;;;;;4724.00;0.77;0.76
Kepler-174 d;1;247.35368200;;;;;;;;4724.00;0.77;0.76
Kepler-174 d;1;247.35426500;0.644800;2.100;89.950;0.000000;0.34;;194;4590.00;0.59;0.58
Kepler-174 d;1;247.35450000;;;;;;;;4724.00;0.77;0.76
Kepler-174 d;1;247.35426500;0.644800;2.100;89.950;0.000000;0.34;;194;4590.00;0.59;0.58
Kepler-174 d;1;247.35426500;;2.360;;;;;;4949.00;0.68;0.71
Kepler-174 d;1;;;2.572;;;0.53;;;4693.00;0.73;
Kepler-174 d;1;247.35426500;;2.565;;;;;;4693.00;0.72;
Kepler-174 d;1;247.35491400;0.663900;2.290;89.990;0.000000;0.48;;212;4859.00;0.65;0.64
Kepler-174 d;1;247.35426500;0.644800;2.100;89.950;0.000000;0.34;;194;4590.00;0.59;0.58
Kepler-174 d;1;247.35491400;;;;;;;;4724.00;0.77;0.76
Kepler-174 d;1;247.35205352;;;;;;;;4724.00;0.77;0.76
Kepler-174 d;1;247.35030000;0.652000;2.220;89.950;0.000000;;;195;4565.00;0.61;0.60
Kepler-174 d;1;247.35373000;0.677000;2.190;;;;;;4880.00;0.62;
Kepler-1740 b;1;8.17242644;0.077900;3.290;82.800;0.000000;127.95;;858;5705.00;0.91;0.94
Kepler-1740 b;1;8.17244521;;;;;;;;5714.58;0.93;1.02
Kepler-1740 b;1;8.17248000;0.080000;3.000;81.930;0.000000;;;805;5739.00;0.81;1.04
Kepler-1740 b;1;8.17240047;;3.323;;;;;;5705.00;0.91;0.94
Kepler-1740 b;1;8.17242018;0.081800;3.750;83.650;0.000000;167.74;;918;5993.00;0.99;1.09
Kepler-1740 b;1;8.17242018;0.081800;3.750;83.650;0.000000;167.74;;918;5993.00;0.99;1.09
Kepler-1740 b;1;8.17242644;;;;;;;;5714.58;0.93;1.02
Kepler-1740 b;1;8.17242018;0.081800;3.750;83.650;0.000000;167.74;;918;5993.00;0.99;1.09
Kepler-1741 b;1;2.75758462;0.029600;1.010;89.770;0.000000;33.79;;615;3683.00;0.42;0.45
Kepler-1741 b;1;2.75756700;0.031000;1.210;88.810;0.000000;;;720;4002.00;0.52;0.54
Kepler-1741 b;1;2.75759006;;1.273;;;;;;3683.00;0.42;0.45
Kepler-1741 b;1;2.75759025;0.030100;1.170;89.380;0.000000;39.68;;640;3712.00;0.46;0.48
Kepler-1741 b;1;2.75758462;;;;;;;;3842.11;0.54;0.59
Kepler-1741 b;1;2.75759025;0.030100;1.170;89.380;0.000000;39.68;;640;3712.00;0.46;0.48
Kepler-1741 b;1;2.75759025;0.030100;1.170;89.380;0.000000;39.68;;640;3712.00;0.46;0.48
Kepler-1742 b;1;49.47814460;;;;;;;;5582.00;0.87;0.99
Kepler-1742 b;1;49.47779000;0.261000;2.000;89.950;0.000000;;;464;5772.00;0.86;0.97
Kepler-1742 b;1;49.47819901;;2.178;;;;;;5776.00;0.85;0.94
Kepler-1742 b;1;49.47814460;0.258700;1.880;89.980;0.000000;10.73;;462;5776.00;0.85;0.94
Kepler-1742 b;1;49.47798785;;;;;;;;5582.00;0.87;0.99
Kepler-1742 b;1;49.47816490;0.258300;1.950;89.950;0.000000;10.75;;462;5767.00;0.85;0.94
Kepler-1742 b;1;49.47816490;0.258300;1.950;89.950;0.000000;10.75;;462;5767.00;0.85;0.94
Kepler-1742 b;1;49.47816490;0.258300;1.950;89.950;0.000000;10.75;;462;5767.00;0.85;0.94
Kepler-1743 b;1;7.64951000;0.082000;1.470;85.940;0.000000;;;1196;5721.00;1.84;1.25
Kepler-1743 b;1;7.64971018;;1.599;;;;;;5855.00;1.61;1.27
Kepler-1743 b;1;7.64970832;0.082200;1.430;77.520;0.000000;404.99;;1144;5855.00;1.61;1.27
Kepler-1743 b;1;7.64972303;0.084000;1.639;;;515.00;;;5847.00;1.86;1.35
